Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,RiskPerTradePct,MaxDailyLossPct,MaxWeeklyLossPct,AsianOpenHour,NYOpenHour,NYCloseHour,MinutesBeforeNYClose,AggressiveTrailHoursBeforeClose,NewsWindowMinutes,ATR_Period,ATR_Multiplier,PartialTakeProfitRR,ExtendedTakeProfitRR,NY_Precision_ADX_Level
2499,5.98,25385.57,64.10498,1.30841,2.40755,5.98272,0,4.05,396,0.5,2,37,10,92,17,15,18,284,24,1.65,1.2,26.88,240
2884,5.98,25385.57,64.10498,1.30841,2.40755,5.98272,0,4.05,396,0.5,2,37,10,119,17,15,18,284,24,1.65,1.2,26.88,240
1236,1.15,12146.14,607.30700,2.13541,1.16543,1.15351,0,4.05,20,0.55,8,18.5,4,15,123,136,3,36,64,3.15,5.76,21.6,198
2136,3.27,17835.96,33.90867,1.19131,1.69670,3.27393,0,4.06,526,0.5,13,36.5,5,84,17,30,10,128,97,1.95,1.2,24,204
2470,7.57,36265.09,114.76294,1.37682,3.44580,7.57299,0,4.06,316,0.5,2,37,10,104,17,15,2,142,16,1.5,1.56,4.8,135
3925,7.57,36265.09,114.76294,1.37682,3.44580,7.57299,0,4.06,316,0.5,2,37,10,129,17,15,2,142,16,1.5,1.56,4.8,135
2700,8.11,38094.37,132.27212,1.48374,3.58144,8.10500,0,4.06,288,0.5,2,5,10,16,17,15,2,118,25,1.5,1.2,12.48,282
1815,2.98,16926.68,61.77620,1.22992,1.50546,2.98183,0,4.07,274,0.5,2,5,8,129,17,15,2,61,133,2.85,11.52,7.2,66
2122,-0.69,-2358.13,-5.56163,0.95698,-0.22523,-0.68751,0,4.08,424,0.5,2,33,7,43,17,15,7,207,84,4.05,2.16,7.68,195
1629,1.98,11842.23,19.73705,1.12055,1.08037,1.97709,0,4.09,600,0.5,2,29,3,77,17,15,18,228,107,2.1,1.2,18.24,48
630,1.18,11929.04,662.72444,2.20402,1.12432,1.17894,0,4.09,18,0.85,6.6,16.5,2,82,122,28,18,267,108,6,2.28,26.4,156
2602,4.51,29076.99,86.53866,1.30670,2.69375,4.50714,0,4.09,336,0.5,2.2,20,7,60,17,15,2,206,15,2.55,1.2,4.8,33
2468,7.87,33459.26,90.43043,1.42802,3.14336,7.87377,0,4.10,370,0.5,3.4,37,10,16,17,30,18,284,16,1.5,1.2,24,204
3477,7.87,33459.26,90.43043,1.42802,3.14336,7.87377,0,4.10,370,0.5,3.4,37,10,16,17,30,18,284,16,1.5,1.2,46.56,213
1530,2.23,11896.90,71.66807,1.25433,1.06609,2.23034,0,4.10,166,1.15,4.2,5.5,8,104,21,82,2,99,126,10.2,10.68,47.52,147
3430,7.16,38519.70,132.82655,1.43891,3.64169,7.16154,0,4.10,290,0.5,3.4,37,10,16,17,15,2,246,48,1.65,1.92,12.48,138
11759,-0.41,-1265.82,-1.82395,0.96847,-0.12064,-0.40560,0,4.11,694,0.5,6.8,13.5,0,62,17,15,17,30,16,8.7,1.8,39.36,51
1827,1.67,7745.99,29.12026,1.11342,0.70091,1.66534,0,4.13,266,0.5,2,5,8,129,17,15,2,61,109,3.15,4.2,18.24,147
3329,7.22,46665.19,166.66139,1.49362,4.31717,7.22322,0,4.14,280,0.5,2,37,10,104,17,15,2,133,16,1.5,3.12,8.64,135
4053,9.73,53612.59,155.85055,1.58452,4.80965,9.72722,0,4.14,344,0.5,2,5,9,129,17,30,3,142,16,1.5,1.2,24,204
1473,2.37,12559.67,26.05741,1.16536,1.13453,2.36598,0,4.16,482,0.5,11.6,33,5,70,17,127,10,82,130,2.85,11.52,7.2,66
2084,6.66,42379.29,66.01136,1.32123,3.78966,6.66054,0,4.16,642,0.5,2,21,4,96,17,127,17,236,90,1.5,1.2,4.8,174
4856,3.67,19094.49,35.22969,1.21604,1.75441,3.66587,0,4.16,542,0.5,5.2,5,7,27,17,63,9,286,46,2.55,1.2,20.16,159
839,0.22,1054.15,3.23359,1.02230,0.09902,0.22354,0,4.18,326,1.05,17.6,39.5,4,39,20,30,5,285,96,10.35,4.32,24,99
2037,2.30,10986.00,23.67672,1.14871,0.98844,2.29814,0,4.21,464,0.5,14.6,18.5,7,94,17,54,16,82,129,2.85,4.68,12.96,126
3066,6.04,36825.10,129.66585,1.38197,3.37918,6.03643,0,4.21,284,0.5,2,37,10,104,17,15,2,142,19,1.5,2.64,12.48,99
3004,7.76,37080.15,130.56391,1.48868,3.36778,7.75995,0,4.21,284,0.5,2,37,10,16,17,15,2,57,25,1.5,1.2,43.2,225
2309,6.07,48755.88,137.72848,1.42295,3.83915,6.07177,0,4.22,354,0.5,2,5,7,64,17,15,2,277,22,1.65,1.56,27.84,183
1656,2.34,11350.51,24.46231,1.15339,1.01520,2.34463,0,4.23,464,0.5,14.6,18.5,7,94,17,54,16,82,130,2.85,6.84,12.48,78
489,-0.07,-1138.34,-113.83400,0.82889,-0.10579,-0.06661,0,4.24,10,0.65,11.4,24,7,47,141,116,3,204,15,12.15,4.92,35.04,114
257,0.53,3138.06,112.07357,1.23340,0.29125,0.52724,0,4.25,28,0.5,13.2,35,0,140,46,120,13,135,85,4.05,3.84,35.04,183
3419,8.51,37085.37,124.44755,1.47297,3.37459,8.51414,0,4.25,298,0.5,2,37,10,120,17,15,2,142,16,1.65,1.32,4.8,135
2389,5.26,21701.26,54.80116,1.25601,1.96149,5.25778,0,4.25,396,0.5,2,37,10,115,17,15,18,284,112,1.5,1.2,27.84,240
2784,9.49,44707.93,145.15562,1.57232,4.01340,9.49292,0,4.26,308,0.5,3.4,37,10,16,17,15,2,246,48,1.65,1.2,12.48,138
5086,9.81,52113.30,159.85675,1.61817,4.60341,9.80916,0,4.27,326,0.5,3.4,5,9,129,17,30,3,142,24,1.65,1.32,31.68,252
3531,5.88,24425.00,58.43301,1.25407,2.19341,5.87614,0,4.28,418,0.5,2,37,10,120,17,15,13,157,19,1.5,1.2,5.28,123
6468,4.21,25769.43,79.53528,1.29379,2.29076,4.21252,0,4.32,324,0.5,9,5,7,57,17,15,2,30,126,2.1,1.2,37.92,60
6962,4.21,25769.43,79.53528,1.29379,2.29076,4.21252,0,4.32,324,0.5,15.4,5,7,41,17,15,2,30,126,2.1,1.2,37.92,60
837,2.11,9884.30,22.36267,1.16061,0.87107,2.10703,0,4.33,442,0.5,11.6,18.5,8,30,17,89,17,45,15,3.75,12,25.44,216
1634,4.37,13372.96,34.82542,1.29513,1.18962,4.37478,0,4.33,384,0.5,2,5,9,16,17,15,13,237,101,3.3,6.12,13.44,123
2870,4.55,18745.17,46.86293,1.21791,1.66600,4.54694,0,4.33,400,0.5,2,37,10,104,17,15,18,284,99,1.5,1.2,31.2,192
6329,4.76,26491.75,74.41503,1.31238,2.32909,4.76289,0,4.34,356,0.5,9,5,7,41,17,127,5,270,126,2.1,1.2,35.52,153
614,0.00,74.16,7.41600,1.01109,0.00670,0.00425,0,4.36,10,0.65,11.4,24,7,47,141,116,3,204,23,12.15,4.92,35.04,162
861,0.00,74.16,7.41600,1.01109,0.00670,0.00425,0,4.36,10,0.65,11.4,24,7,111,141,116,3,204,23,12.15,4.92,35.04,162
1657,4.92,30245.84,49.10039,1.22026,2.61535,4.92168,0,4.36,616,0.5,2,5,5,109,17,15,17,134,93,1.5,1.2,5.28,219
1111,-0.25,-1043.06,-30.67824,0.92640,-0.09391,-0.24650,0,4.36,34,0.55,2.2,31.5,3,112,162,145,19,240,58,7.5,1.44,30.72,204
1898,5.34,26444.95,71.47284,1.28779,2.31214,5.34001,0,4.37,370,0.5,2,37,10,16,17,15,18,284,112,1.5,2.64,26.88,240
2925,6.48,26682.33,67.37962,1.32327,2.33665,6.48253,0,4.38,396,0.5,2,37,10,16,17,15,18,284,91,1.5,1.2,26.88,192
1832,4.72,31756.58,51.38605,1.21561,2.72465,4.72000,0,4.39,618,0.5,11.6,33,5,70,17,127,10,82,17,1.5,1.2,7.68,66
2212,4.72,31756.58,51.38605,1.21561,2.72465,4.72000,0,4.39,618,0.5,11.6,33,5,118,17,127,10,82,17,1.5,1.2,7.68,66
2080,4.72,31756.58,51.38605,1.21561,2.72465,4.72000,0,4.39,618,0.5,11.6,6.5,5,83,17,127,10,82,17,1.5,1.2,7.68,66
1916,4.55,29816.36,46.29870,1.19373,2.53255,4.55117,0,4.39,644,0.5,11.6,33,5,70,17,127,10,82,17,1.5,1.2,4.8,66
2716,5.76,25384.28,68.23731,1.30378,2.21440,5.76457,0,4.40,372,0.5,2,37,10,16,17,15,18,284,19,1.65,1.56,26.88,192
2953,6.88,30240.08,91.08458,1.32608,2.65399,6.88218,0,4.41,332,0.5,2,21,10,39,17,15,2,142,19,1.5,1.2,4.8,87
1793,4.75,24942.95,54.22380,1.28391,2.15835,4.74800,0,4.41,460,0.5,14.8,32.5,8,64,17,127,10,81,89,1.95,1.68,35.52,66
2255,4.83,32712.53,106.90369,1.33469,2.61269,4.83011,0,4.42,306,0.5,2,37,10,16,17,15,5,284,19,1.5,6.96,26.88,165
838,0.66,2102.46,10.83742,1.08462,0.18483,0.65675,0,4.42,194,0.5,2,5,0,118,17,15,2,142,16,10.95,1.44,5.76,135
4199,10.63,62873.92,210.98631,1.73005,5.38478,10.62676,0,4.42,298,0.5,3.4,5,9,16,17,15,2,110,24,1.65,1.56,16.8,147
4535,10.63,62873.92,210.98631,1.73005,5.38478,10.62676,0,4.42,298,0.5,3.4,5,9,16,17,15,2,110,24,1.65,1.56,18.72,147
4762,10.63,62873.92,210.98631,1.73005,5.38478,10.62676,0,4.42,298,0.5,2,5,9,16,17,15,2,110,24,1.65,1.56,16.8,147
3457,4.59,20751.90,53.48428,1.22866,1.80602,4.59465,0,4.42,388,0.5,3.4,37,10,16,17,30,18,284,91,1.5,1.92,24,204
1616,6.13,36691.86,115.38321,1.45666,3.13946,6.13355,0,4.42,318,0.5,2,5,8,129,17,15,2,61,109,1.95,1.2,20.16,99
2543,5.62,36381.94,70.50764,1.32565,3.02361,5.61630,0,4.42,516,0.5,2.2,5,7,79,17,127,10,81,113,1.5,1.2,47.04,264
4632,10.67,62605.77,208.68590,1.72471,5.36082,10.66821,0,4.43,300,0.5,2,29,9,16,17,15,2,120,25,1.65,1.56,16.8,147
4129,8.74,41640.71,128.52071,1.50897,3.59443,8.73674,0,4.43,324,0.5,3.4,37,10,128,17,15,2,246,48,1.65,1.2,12.48,138
4421,8.74,41640.71,128.52071,1.50897,3.59443,8.73674,0,4.43,324,0.5,3.4,37,10,112,17,15,2,246,48,1.65,1.2,12.48,138
4063,10.93,60130.95,178.96116,1.61284,5.18428,10.92674,0,4.43,336,0.5,2,5,9,16,17,15,2,120,25,1.65,1.56,4.8,135
4170,10.76,59398.91,177.84105,1.60233,5.11696,10.76439,0,4.44,334,0.5,2,5,9,16,17,15,2,46,24,1.65,1.56,4.8,159
2123,5.54,40075.40,67.46700,1.29906,3.37927,5.54393,0,4.44,594,0.5,2,28.5,6,131,17,127,16,55,60,1.5,1.56,13.92,300
560,-0.72,-2995.65,-124.81875,0.74362,-0.26724,-0.71879,0,4.48,24,0.5,15.2,16,5,78,51,69,11,89,57,9.15,2.64,39.36,111
3565,7.95,38994.35,125.78823,1.48703,3.02768,7.94793,0,4.50,310,0.5,2,37,10,104,17,15,2,142,32,1.5,1.2,26.88,192
2397,9.05,41381.28,118.23223,1.44107,3.24058,9.04817,0,4.50,350,0.5,2,37,10,104,17,15,2,142,32,1.5,1.2,4.8,135
2450,9.05,41381.28,118.23223,1.44107,3.24058,9.04817,0,4.50,350,0.5,2,37,10,120,17,15,2,142,32,1.5,1.2,4.8,135
3271,9.05,41381.28,118.23223,1.44107,3.24058,9.04817,0,4.50,350,0.5,2,37,10,129,17,15,2,142,32,1.5,1.2,4.8,135
2011,5.05,37217.18,57.43392,1.26661,3.09152,5.05142,0,4.50,648,0.5,13,36.5,5,112,17,30,10,128,50,1.5,1.2,24,204
1817,1.37,9133.85,84.57269,1.26740,0.74711,1.36961,0,4.53,108,0.5,2,5,0,27,25,15,2,94,30,5.1,2.16,12.96,51
3010,10.00,59681.42,190.06822,1.66493,4.97530,10.00357,0,4.54,314,0.5,3.4,5,9,59,17,15,2,110,24,1.65,1.56,16.8,147
4410,10.00,59681.42,190.06822,1.66493,4.97530,10.00357,0,4.54,314,0.5,3.4,8.5,9,64,17,15,2,110,24,1.65,1.56,16.8,147
4440,10.00,59681.42,190.06822,1.66493,4.97530,10.00357,0,4.54,314,0.5,3.4,5,9,64,17,15,2,110,24,1.65,1.56,16.8,147
4819,10.00,59681.42,190.06822,1.66493,4.97530,10.00357,0,4.54,314,0.5,3.4,37,9,129,17,15,2,110,24,1.65,1.56,16.8,147
4943,10.00,59681.42,190.06822,1.66493,4.97530,10.00357,0,4.54,314,0.5,3.4,7,9,64,17,15,2,110,24,1.65,1.56,16.8,147
2830,6.30,46272.17,136.09462,1.41370,3.41308,6.30415,0,4.54,340,0.5,2,5,8,129,17,15,2,61,22,1.65,1.56,27.84,183
2985,6.93,35762.15,143.04860,1.50711,3.03114,6.93152,0,4.55,250,0.5,2,37,10,16,17,22,2,118,17,1.95,2.76,12.48,138
1400,1.19,4933.68,13.62895,1.09145,0.41205,1.19490,0,4.55,362,0.5,11.6,18.5,8,14,17,89,17,45,28,3.75,12,25.44,216
2375,2.95,18741.58,32.42488,1.20653,1.53728,2.94916,0,4.56,578,0.5,2,29,5,122,17,15,13,237,46,3,7.2,8.16,168
11220,-0.27,-868.23,-1.23680,0.97882,-0.07429,-0.27148,0,4.56,702,0.5,11.4,30.5,0,126,17,15,17,30,17,8.7,2.52,27.36,72
11767,-0.27,-868.23,-1.23680,0.97882,-0.07429,-0.27148,0,4.56,702,0.5,11.4,30.5,0,126,17,15,18,30,17,8.7,2.52,27.36,120
3425,8.20,42936.51,86.91601,1.40977,3.49754,8.19743,0,4.56,494,0.5,2,5,9,128,17,30,10,237,30,1.5,1.2,27.84,204
3695,8.20,42936.51,86.91601,1.40977,3.49754,8.19743,0,4.56,494,0.5,2,5,9,104,17,30,10,253,30,1.5,1.2,24,204
11510,-0.49,-1550.38,-2.20852,0.96211,-0.13274,-0.49105,0,4.56,702,0.5,11.4,30.5,0,126,17,15,18,30,17,8.7,2.16,27.36,120
5099,10.04,59389.04,187.94000,1.65968,4.92937,10.03547,0,4.57,316,0.5,17.2,5.5,9,35,17,15,2,120,25,1.65,1.56,16.8,147
1109,2.10,10808.66,22.80308,1.16928,0.89910,2.10450,0,4.57,474,0.5,14.8,36.5,7,22,17,89,17,45,15,3.75,12,25.44,216
2988,7.56,36772.17,139.28852,1.49167,3.05629,7.55946,0,4.57,264,0.5,2,37,10,16,17,15,2,118,18,1.65,1.56,27.84,138
3720,7.60,35662.32,126.46213,1.47315,2.98258,7.60141,0,4.57,282,0.5,2,37,10,16,17,15,2,229,21,1.5,1.2,16.8,99
4025,1.31,3637.62,24.25080,1.12674,0.30639,1.31398,0,4.58,150,0.5,2,47,7,15,17,15,2,30,14,8.7,1.44,27.84,168
4953,7.76,49910.71,138.64086,1.47397,4.00659,7.75677,0,4.59,360,0.5,17.8,5.5,8,23,17,142,2,118,49,1.65,1.32,24,204
1196,-1.69,-5566.07,-9.49841,0.87663,-0.47501,-1.69463,0,4.59,586,0.5,2,13,1,69,17,15,14,97,140,6.15,6.96,26.88,165
2556,4.76,32428.81,71.74516,1.29094,2.66858,4.76442,0,4.60,452,0.5,14.8,32.5,8,64,17,127,10,81,106,1.65,4.68,46.56,69
1708,1.79,9352.23,19.40297,1.14362,0.77046,1.78512,0,4.60,482,0.5,2,28.5,6,77,17,127,16,55,15,3.75,12,25.44,216
2109,3.61,25296.95,38.56242,1.15363,1.94851,3.60792,0,4.62,656,0.5,2,35,4,106,17,127,10,137,14,1.5,1.2,4.8,66
3228,8.48,40169.64,143.46300,1.53615,3.31344,8.48350,0,4.62,280,0.5,2,37,10,104,17,15,2,142,16,1.65,1.44,12.48,135
2647,7.11,48082.33,136.59753,1.41551,3.44758,7.10690,0,4.63,352,0.5,2,5,8,129,17,15,2,61,22,1.65,1.44,12.48,282
2809,7.11,48082.33,136.59753,1.41551,3.44758,7.10690,0,4.63,352,0.5,2,28.5,8,25,17,15,2,286,22,1.65,1.44,12.48,282
2900,7.11,48082.33,136.59753,1.41551,3.44758,7.10690,0,4.63,352,0.5,2,32.5,8,64,17,15,2,286,22,1.65,1.44,12.48,282
3392,7.11,48082.33,136.59753,1.41551,3.44758,7.10690,0,4.63,352,0.5,2,5,8,129,17,15,2,61,22,1.65,1.44,12.48,147
40,-0.50,-6027.70,-502.30833,0.46351,-0.51964,-0.50344,0,4.64,12,0.75,10.2,19,5,95,97,81,13,182,106,13.05,10.56,29.28,45
2993,7.89,54503.12,206.45121,1.64465,4.49822,7.88725,0,4.65,264,0.5,2,37,10,104,17,15,2,120,25,1.65,4.68,46.56,213
2759,0.26,932.34,4.08921,1.03009,0.07771,0.25788,0,4.65,228,0.5,2,5,0,105,17,15,2,270,62,6,5.04,22.56,60
2670,6.82,51001.40,140.11374,1.43420,4.13228,6.81944,0,4.65,364,0.5,5.2,5,8,16,17,127,4,86,18,1.65,1.56,9.6,159
4412,10.58,56330.73,145.93453,1.52458,4.05759,10.58235,0,4.65,386,0.5,2,5,9,16,17,15,2,118,33,1.5,1.2,4.8,135
7239,0.39,1231.40,6.41354,1.04723,0.10263,0.38817,0,4.66,192,0.5,11.8,11,0,93,17,15,2,270,14,11.1,1.2,22.08,30
4284,10.52,54576.36,145.14989,1.51296,3.92862,10.51682,0,4.66,376,0.5,2,5,9,16,17,15,2,110,30,1.5,1.2,4.8,135
4037,10.71,53460.33,138.49826,1.51296,4.32626,10.70872,0,4.67,386,0.5,17.2,5.5,9,115,17,127,2,121,33,1.5,1.2,4.8,135
5095,10.71,53460.33,138.49826,1.51296,4.32626,10.70872,0,4.67,386,0.5,2.6,5,9,64,17,127,2,121,33,1.5,1.2,4.8,135
4929,10.71,53460.33,138.49826,1.51296,4.32626,10.70872,0,4.67,386,0.5,17.2,5.5,9,64,17,127,2,121,33,1.5,1.2,4.8,135
631,-0.49,-5718.68,-476.55667,0.49413,-0.48951,-0.48976,0,4.67,12,0.75,10.2,19,5,95,50,71,15,182,114,13.05,3.36,35.52,279
8230,-1.07,-3257.19,-4.70692,0.92187,-0.27342,-1.06774,0,4.67,692,0.5,6.8,36,0,62,17,15,18,30,14,8.7,1.44,27.84,216
2554,7.73,33772.00,110.36601,1.39322,2.79330,7.73320,0,4.67,306,0.5,2,37,10,16,17,15,2,142,16,1.5,1.2,4.8,135
4329,10.51,55785.14,145.27380,1.52488,3.98725,10.50766,0,4.68,384,0.5,11.6,5.5,9,16,17,15,2,142,32,1.5,1.2,4.8,138
4357,10.51,55785.14,145.27380,1.52488,3.98725,10.50766,0,4.68,384,0.5,2,5,9,16,17,15,2,110,32,1.5,1.2,4.8,135
9452,-0.98,-3056.56,-4.41699,0.92680,-0.25611,-0.98093,0,4.68,692,0.5,6.8,36,0,62,17,15,18,30,14,8.7,1.8,39.36,78
5574,-0.90,-2755.29,-3.98163,0.93401,-0.23088,-0.89675,0,4.68,692,0.5,2,36,0,62,17,15,18,37,14,8.7,1.56,4.8,126
1191,1.30,14469.20,723.46000,2.18906,1.18033,1.29601,0,4.68,20,0.7,15.8,39.5,4,39,59,73,5,32,97,3.45,3.6,21.6,162
7846,0.26,733.48,3.52635,1.02402,0.06056,0.26237,0,4.69,208,0.5,8.2,38.5,7,126,17,15,2,30,17,8.7,1.68,4.8,132
1568,5.75,41756.27,150.20241,1.47908,3.01576,5.75203,0,4.69,278,0.5,2,5,8,136,17,15,2,46,32,2.7,5.4,43.68,99
2381,5.69,39802.65,63.17881,1.25168,3.13983,5.68774,0,4.70,630,0.5,2,5,5,109,17,143,12,170,15,1.5,1.56,4.8,111
2221,5.41,32697.51,78.59978,1.27914,2.57705,5.40927,0,4.70,416,0.5,2,5,7,129,17,119,5,118,17,1.5,1.2,43.2,219
3868,0.49,1599.61,8.33130,1.06130,0.13173,0.49198,0,4.71,192,0.5,13.8,6.5,0,110,17,15,2,30,14,11.1,1.56,17.76,168
2881,7.38,52396.18,196.97812,1.57854,4.26658,7.37568,0,4.71,266,0.5,2,37,10,16,17,15,2,57,17,1.5,5.04,17.76,177
2990,7.38,52396.18,196.97812,1.57854,4.26658,7.37568,0,4.71,266,0.5,2,5,10,16,17,15,2,118,17,1.5,5.04,17.76,138
5846,0.55,1749.08,9.10979,1.06699,0.14400,0.54523,0,4.71,192,0.5,13.6,9,0,93,17,15,2,270,14,11.1,1.32,18.72,51
2295,4.27,15164.44,42.59674,1.28844,1.22973,4.27467,0,4.71,356,0.5,2,24,10,133,17,15,18,170,132,2.85,6.12,16.8,183
3969,10.43,60389.75,177.61691,1.66960,4.78616,10.43102,0,4.72,340,0.5,2,5,9,64,17,30,2,120,33,1.5,1.2,26.88,144
4216,10.43,60389.75,177.61691,1.66960,4.78616,10.43102,0,4.72,340,0.5,2,5,9,128,17,30,2,120,33,1.5,1.2,26.88,144
3650,7.25,33424.10,116.86748,1.41768,2.71319,7.25321,0,4.72,286,0.5,3.4,37,10,16,17,15,2,246,19,1.5,1.2,12.48,282
2306,3.71,30511.28,60.77944,1.22033,2.19826,3.70847,0,4.73,502,0.5,14.6,18.5,7,94,17,54,16,82,113,1.5,6.84,12.48,126
4006,12.11,70105.43,200.30123,1.66414,5.58088,12.10876,0,4.73,350,0.5,2,5,9,16,17,15,2,120,25,1.5,1.56,4.8,135
3855,8.24,36347.63,135.62549,1.51818,2.93584,8.24429,0,4.73,268,0.5,2,37,10,16,17,15,2,110,16,1.65,1.2,12.48,99
2111,3.40,19232.36,37.41704,1.22331,1.45965,3.39741,0,4.73,514,0.5,2,5,8,119,17,15,13,237,46,3,5.28,8.16,168
4985,11.60,68793.02,185.92708,1.61549,5.43557,11.59629,0,4.74,370,0.5,2,5,9,16,17,15,2,142,32,1.5,1.56,4.8,87
4342,2.71,18253.57,49.06874,1.18060,1.48441,2.71135,0,4.74,372,0.5,2,37,4,68,17,15,2,129,78,1.95,1.2,10.56,66
1311,0.68,2791.47,10.57375,1.04441,0.22268,0.67768,0,4.74,264,0.5,2,5,8,136,17,15,2,46,96,3.45,3.6,21.6,114
4908,12.33,71561.45,202.15099,1.66250,5.68162,12.32619,0,4.74,354,0.5,2,5,9,16,17,15,2,120,26,1.5,1.56,4.8,87
2165,4.87,17155.48,42.88870,1.30501,1.36218,4.87048,0,4.75,400,0.5,2,5,9,27,17,127,17,236,133,2.85,11.52,7.2,174
4303,-1.11,-3830.05,-5.37928,0.92075,-0.31517,-1.11401,0,4.75,712,0.5,5.2,48,0,101,17,15,17,30,17,7.35,1.2,9.6,42
2328,3.55,26095.11,46.10444,1.26840,1.96870,3.55035,0,4.75,566,0.5,2,5.5,5,59,17,15,18,64,32,2.7,5.4,43.68,66
683,0.22,1476.10,5.59129,1.02746,0.12269,0.22359,0,4.76,264,1.5,2.2,14,4,22,23,24,7,196,45,13.95,4.92,15.84,144
4491,11.13,73569.56,228.47689,1.72888,5.73100,11.13381,0,4.76,322,0.5,2,48.5,9,104,17,15,2,142,24,1.5,1.8,12.48,171
568,-0.01,-337.32,-56.22000,0.94942,-0.02779,-0.00523,0,4.76,6,0.95,2.4,23,10,113,57,127,18,69,105,13.65,11.76,26.4,183
948,1.26,12608.73,573.12409,1.90951,1.01757,1.25994,0,4.76,22,0.7,2.2,50,3,123,59,73,5,32,97,3.45,3.6,21.6,159
5120,11.39,67013.52,179.18054,1.58254,5.27699,11.39474,0,4.78,374,0.5,2,5,9,16,17,15,2,120,33,1.5,1.56,4.8,87
1948,5.22,48990.69,161.15359,1.47793,3.43712,5.21631,0,4.78,304,0.5,2,5,7,17,76,94,20,242,15,1.5,1.2,8.16,168
4447,10.71,62229.45,181.95746,1.69129,4.86475,10.70562,0,4.78,342,0.5,2,5,9,64,17,30,2,120,34,1.5,1.2,26.88,288
1619,6.99,30907.17,95.98500,1.34626,2.49090,6.98737,0,4.80,322,0.5,2,37,10,104,17,15,2,142,16,1.5,1.2,4.8,135
3160,6.99,30907.17,95.98500,1.34626,2.49090,6.98737,0,4.80,322,0.5,2,37,10,120,17,15,2,142,16,1.5,1.2,4.8,135
3105,0.48,1662.64,8.65958,1.06364,0.13359,0.48000,0,4.81,192,0.5,2,5,0,126,17,15,2,30,14,11.1,3,19.68,30
498,-0.24,-4399.56,-439.95600,0.47511,-0.36000,-0.24279,0,4.82,10,0.6,2.8,29.5,9,61,135,91,13,89,48,12.3,8.28,19.2,294
1007,6.97,30121.10,81.40838,1.37341,2.39747,6.97183,0,4.83,370,0.5,2,37,10,16,17,15,18,284,16,1.5,1.2,26.88,192
1931,6.97,30121.10,81.40838,1.37341,2.39747,6.97183,0,4.83,370,0.5,2,37,10,16,17,15,18,284,16,1.5,1.2,19.68,144
2435,6.97,30121.10,81.40838,1.37341,2.39747,6.97183,0,4.83,370,0.5,2,37,10,16,17,15,18,284,16,1.5,1.2,16.32,87
3274,7.67,54621.39,208.47859,1.62265,4.29648,7.66991,0,4.83,262,0.5,2,37,10,16,17,15,2,142,16,1.5,4.92,40.32,132
2232,2.67,15050.78,29.62752,1.19401,1.17197,2.66746,0,4.84,508,0.5,2,5.5,5,59,17,15,18,64,131,2.85,11.52,5.76,117
4151,11.39,72751.50,227.34844,1.75386,5.51663,11.39291,0,4.84,320,0.5,3.4,5,9,16,17,15,2,110,32,1.5,1.56,16.8,99
1966,5.02,35936.63,64.86756,1.26523,2.80920,5.02461,0,4.84,554,0.5,2,28.5,6,131,17,127,16,55,15,1.5,1.56,13.92,156
770,0.13,796.92,2.78643,1.01462,0.06466,0.12982,0,4.85,286,1.5,2.2,14,4,54,23,24,7,196,110,13.5,4.92,15.84,144
54,0.16,964.32,3.44400,1.01772,0.07817,0.15707,0,4.85,280,1.5,2.2,14,4,22,23,24,7,196,110,13.5,4.92,15.84,144
3580,7.62,58332.14,214.45640,1.60183,4.52765,7.62091,0,4.86,272,0.5,3.4,37,10,16,17,15,2,118,33,1.5,10.8,5.76,204
4610,11.39,66844.96,181.64391,1.60769,5.18039,11.38896,0,4.86,368,0.5,2,5,9,64,17,15,2,120,25,1.5,1.56,4.8,135
4675,11.39,66844.96,181.64391,1.60769,5.18039,11.38896,0,4.86,368,0.5,2,5,9,128,17,15,2,120,25,1.5,1.56,4.8,135
4634,10.27,58943.86,195.17834,1.68856,4.57703,10.27450,0,4.86,302,0.5,2,29,9,16,17,15,2,120,25,1.65,1.44,38.88,210
3951,3.70,28466.50,93.63980,1.28214,2.01450,3.70005,0,4.86,304,0.5,9,10.5,7,41,17,15,2,270,127,2.1,8.76,47.04,171
1796,2.05,8130.54,17.75227,1.14021,0.63753,2.05270,0,4.86,458,0.5,18,21,7,128,17,46,10,163,130,3.45,4.56,18.24,81
1885,1.28,9387.32,14.53146,1.08183,0.72987,1.27731,0,4.86,646,0.5,2,19.5,3,98,17,95,19,281,15,2.7,5.4,31.2,48
817,1.03,4409.22,29.39480,1.15702,0.34847,1.02803,0,4.87,150,1.15,17,32.5,0,117,21,82,2,99,73,14.85,10.08,47.52,147
3664,7.63,38497.83,72.63742,1.36662,2.95915,7.62553,0,4.87,530,0.5,2,5,9,129,17,30,10,237,46,1.65,1.2,24,204
2296,6.94,29993.06,81.06232,1.37140,2.36632,6.94266,0,4.87,370,0.5,3.4,37,10,16,17,15,18,284,16,1.5,1.2,16.8,192
7280,3.83,27354.08,89.98053,1.27552,1.93681,3.82511,0,4.87,304,0.5,12.2,5,7,41,17,15,2,270,126,2.1,3.12,18.72,219
1788,1.67,5887.42,23.36278,1.10313,0.46268,1.66760,0,4.88,252,0.5,2,5,9,64,17,15,2,120,98,3.3,4.2,4.8,78
